#{"t_start": 1746533236.6577878, "env_id": "Pendulum-v1"}
r,l,t
-1097.666983,200,19.644515
-1432.447201,200,20.393614
-1061.477901,200,20.481277
-1179.114432,200,20.569815
-979.104287,200,20.658475
-895.531395,200,20.747814
-1620.21831,200,20.837282
-1321.238851,200,20.924736
-1284.93311,200,21.012836
-752.765299,200,21.099968
-1084.318872,200,21.18742
-975.765624,200,21.945543
-1017.059665,200,22.034883
-1014.733713,200,22.123147
-909.653034,200,22.211322
-871.271718,200,22.300662
-986.509833,200,22.390155
-862.384093,200,22.479039
-968.887477,200,22.57008
-1012.855618,200,22.65901
-1432.805837,200,22.747999
-1390.613344,200,23.489174
-963.849407,200,23.576641
-911.44905,200,23.664186
-1298.962353,200,23.752243
-745.941879,200,23.84384
-1076.120828,200,23.93068
-897.486033,200,24.017844
-1218.335356,200,24.104483
-894.399912,200,24.191525
-1310.72152,200,24.278709
-1086.857029,200,25.019949
-1091.600909,200,25.107342
-847.557245,200,25.193687
-1207.96469,200,25.279936
-982.768844,200,25.366634
-1189.711516,200,25.453516
-745.527258,200,25.541216
-858.123613,200,25.629825
-883.19911,200,25.716504
-1724.400486,200,25.803328
-918.335234,200,25.893039
-1116.864129,200,26.6498
-1196.664004,200,26.737653
-1015.314446,200,26.825796
-888.288747,200,26.91222
-1049.112219,200,26.99834
-1069.486193,200,27.084867
-1295.532629,200,27.171119
-1077.179315,200,27.257059
-1073.481086,200,27.34497
-1237.538101,200,27.432335
-1368.081849,200,28.175834
-1021.2007,200,28.262736
-1368.767016,200,28.349458
-866.834447,200,28.435728
-1476.680905,200,28.523059
-1079.134851,200,28.611935
-949.207523,200,28.700158
-1082.946645,200,28.788156
-1080.204429,200,28.880913
-1000.53529,200,28.970629
-889.649747,200,29.738467
-1150.999609,200,29.826968
-1085.053503,200,29.917263
-859.288885,200,30.004147
-1013.2941,200,30.091286
-1122.253463,200,30.18011
-1175.161598,200,30.272193
-1055.080964,200,30.362063
-703.867943,200,30.450284
-1253.298342,200,30.53848
-876.612,200,31.294371
-1015.450731,200,31.382702
-982.765497,200,31.471327
-871.907052,200,31.561667
-1088.959355,200,31.654343
-1222.803468,200,31.749042
-1168.562024,200,31.842797
-1211.859278,200,31.940357
-891.064426,200,32.035631
-1093.315808,200,32.134287
-1044.048688,200,32.230419
-1338.057436,200,32.9816
-1355.293702,200,33.072127
-1568.574908,200,33.162177
-1304.071395,200,33.251564
-1234.327791,200,33.34373
-1607.931284,200,33.432583
-863.645322,200,33.523663
-1517.558156,200,33.614103
-1057.042545,200,33.702999
-911.271223,200,33.799258
-1372.027394,200,34.597769
-1675.232572,200,34.686968
-973.417173,200,34.776545
-1561.483528,200,34.868438
-1068.160016,200,34.960925
-1210.447887,200,35.053042
-860.938615,200,35.143336
-1109.070678,200,35.232857
-953.104778,200,35.320918
-873.198301,200,35.411243
-656.087317,200,36.191535
-1391.711578,200,36.285075
-1253.590106,200,36.379064
-894.850888,200,36.471068
-1069.852839,200,36.564376
-1379.475003,200,36.65371
-1191.076828,200,36.746407
-905.525296,200,36.835941
-1367.372457,200,36.928062
-1181.025368,200,37.01798
-1308.11101,200,37.787896
-1539.541819,200,37.878074
-1767.826586,200,37.972245
-1271.28735,200,38.069931
-1192.096258,200,38.168234
-907.970516,200,38.263251
-862.058846,200,38.353132
-1187.917324,200,38.444882
-1573.021852,200,38.534506
-1480.662295,200,38.626662
-1520.357181,200,38.72084
-917.479892,200,39.470993
-1360.7306,200,39.564803
-1518.282495,200,39.657887
-1192.711992,200,39.751986
-1430.206737,200,39.846785
-882.938016,200,39.941516
-1228.160249,200,40.036678
-834.247065,200,40.130717
-1450.251888,200,40.225176
-1269.858359,200,40.318676
-1572.229205,200,41.119201
-972.69453,200,41.212467
-660.542559,200,41.307067
-1702.574317,200,41.401186
-1124.426177,200,41.494516
-682.905169,200,41.58793
-862.509726,200,41.682143
-971.239656,200,41.775831
-882.638475,200,41.870323
-1214.922028,200,41.963989
-954.106782,200,42.785083
-1508.17524,200,42.8862
-1548.397974,200,42.987994
-1125.857769,200,43.089868
-938.033351,200,43.191143
-1391.108239,200,43.292771
-1354.839619,200,43.394131
-1694.859109,200,43.495236
-931.585044,200,43.596655
-1208.64979,200,43.69955
-1389.668579,200,44.48574
-1094.960301,200,44.584749
-1009.870698,200,44.683949
-1367.567181,200,44.782194
-1205.099182,200,44.880402
-1045.877301,200,44.976162
-1437.7809,200,45.073888
-1318.518462,200,45.172197
-755.12495,200,45.267863
-1419.321992,200,45.357275
-1049.626734,200,46.168862
-1068.904391,200,46.26423
-993.131724,200,46.360202
-856.354759,200,46.45543
-1258.588735,200,46.550309
-894.631184,200,46.646053
-1334.530321,200,46.739664
-1026.472462,200,46.825665
-1554.539095,200,46.915613
-1062.457132,200,47.002539
-999.942852,200,47.091128
-1489.770265,200,47.862254
-857.051641,200,47.963359
-1376.183971,200,48.064986
-1205.646013,200,48.166765
-940.612517,200,48.26771
-681.576968,200,48.369618
-1412.70973,200,48.47067
-1347.222463,200,48.564617
-1228.397531,200,48.657626
-1173.621704,200,48.750083
-1346.429059,200,49.498932
-1139.398987,200,49.591731
-1429.101174,200,49.696836
-968.625061,200,49.794555
-969.624313,200,49.891568
-1788.432993,200,49.98886
-695.509824,200,50.089856
-946.034644,200,50.186997
-1105.241635,200,50.28484
-992.482748,200,50.381353
-974.706174,200,51.158591
-1448.4447,200,51.25347
-898.753176,200,51.347514
-1234.894603,200,51.442498
-856.406688,200,51.537023
-1377.078019,200,51.631187
-827.306538,200,51.730154
-980.689846,200,51.829251
-1125.854858,200,51.929626
-1456.87319,200,52.028387
-989.243343,200,52.815732
-1708.519292,200,52.91234
-895.560024,200,53.007734
-1616.288309,200,53.102879
-1004.727266,200,53.200996
-1767.951391,200,53.296824
-1063.044172,200,53.392827
-1550.667638,200,53.490241
-1290.204715,200,53.586219
-1530.77721,200,53.68204
-882.108518,200,53.777336
-888.564567,200,54.544178
-1022.546085,200,54.637871
-1092.245959,200,54.731351
-1292.296303,200,54.826557
-1509.88528,200,54.924343
-1674.496291,200,55.020412
-1502.968077,200,55.114273
-1389.883513,200,55.20893
-909.203762,200,55.305123
-749.899044,200,55.401125
-984.816428,200,56.173699
-874.033264,200,56.272152
-1531.129628,200,56.369045
-1435.067652,200,56.46519
-1029.54747,200,56.561743
-870.228472,200,56.66067
-1208.891451,200,56.75813
-864.824756,200,56.85432
-1072.578978,200,56.950398
-929.955869,200,57.046891
-921.705984,200,57.850092
-1090.266468,200,57.946387
-1000.962086,200,58.042147
-1211.591689,200,58.137347
-768.322342,200,58.23161
-985.35755,200,58.330783
-994.890772,200,58.425772
-1525.453968,200,58.519728
-1583.458441,200,58.612211
-1225.26134,200,58.703791
-1098.833927,200,59.467438
-1216.657749,200,59.556663
-856.921416,200,59.65089
-1073.396197,200,59.739983
-1098.203453,200,59.829106
-1598.847358,200,59.917726
-1430.239153,200,60.011968
-899.101898,200,60.107424
-964.403537,200,60.19883
-1230.660674,200,60.287933
-1017.463369,200,60.377621
-1287.906618,200,61.138555
-1187.831778,200,61.224871
-1192.297746,200,61.311711
-766.185787,200,61.399056
-1011.618863,200,61.487332
-1118.541039,200,61.57819
-1222.958664,200,61.673968
-1281.435573,200,61.766979
-1275.349652,200,61.856618
-1243.362196,200,61.945924
-1122.114146,200,62.683916
-1836.694811,200,62.776158
-1320.591279,200,62.864491
-1585.657911,200,62.954169
-1810.180199,200,63.043136
-1121.531994,200,63.132623
-867.507886,200,63.220646
-1310.045122,200,63.308553
-984.954584,200,63.395817
-1112.488109,200,63.483343
-1356.326546,200,64.228182
-1112.544549,200,64.318103
-866.479455,200,64.406794
-1101.062234,200,64.495606
-1078.948446,200,64.58447
-828.812475,200,64.675549
-911.170635,200,64.76465
-1703.569866,200,64.85617
-1128.76703,200,64.945885
-1484.622718,200,65.035655
-1000.604163,200,65.780781
-1585.787716,200,65.876229
-1131.446725,200,65.972063
-1031.3916,200,66.061344
-1430.272802,200,66.149769
-1052.166049,200,66.240642
-916.725664,200,66.328381
-859.585574,200,66.415781
-1092.315026,200,66.503088
-1330.319128,200,66.590989
-999.309863,200,66.678982
-1113.415682,200,67.422261
-732.920497,200,67.509162
-878.795926,200,67.596203
-876.603881,200,67.684255
-1303.401052,200,67.772947
-755.271605,200,67.8607
-988.307602,200,67.952133
-1394.386998,200,68.041816
-889.07403,200,68.130176
-999.74871,200,68.222116
-875.873944,200,68.980831
-1090.778194,200,69.073112
-855.390607,200,69.163665
-1208.875026,200,69.256381
-988.179463,200,69.356172
-1512.742371,200,69.453797
-779.704761,200,69.5514
-844.309704,200,69.649089
-884.563516,200,69.746186
-880.108029,200,69.84391
-876.805962,200,70.657876
-1048.709199,200,70.757002
-887.016079,200,70.854818
-793.583545,200,70.945058
-1154.412962,200,71.034796
-920.954726,200,71.125321
-891.539111,200,71.215251
-757.292081,200,71.303828
-1533.447201,200,71.392396
-1165.746191,200,71.48075
-1159.266372,200,72.230896
-870.97007,200,72.320708
-1008.359962,200,72.410897
-721.518598,200,72.499995
-1177.478988,200,72.588569
-792.165517,200,72.679147
-892.244553,200,72.770547
-735.981232,200,72.860376
-1053.543764,200,72.951298
-1382.719373,200,73.039603
-1053.973155,200,73.128415
-1145.897762,200,73.876625
-962.076198,200,73.966263
-1131.317178,200,74.056292
-1328.424474,200,74.145528
-868.803665,200,74.23507
-956.488621,200,74.323753
-1047.936996,200,74.412593
-1207.516937,200,74.501199
-989.13816,200,74.589566
-759.630536,200,74.679148
-1429.707149,200,75.474473
-990.269519,200,75.568069
-1166.363203,200,75.666387
-720.632638,200,75.765133
-1008.508799,200,75.859719
-987.578205,200,75.951131
-1449.46025,200,76.045461
-899.080832,200,76.141709
-1190.191987,200,76.239536
-1576.858925,200,76.337635
-1437.775288,200,77.129808
-1131.968941,200,77.216568
-980.436277,200,77.304358
-802.223673,200,77.391976
-1143.587492,200,77.479016
-910.871113,200,77.567466
-1005.11095,200,77.654573
-877.044942,200,77.74202
-771.771723,200,77.829773
-1498.558192,200,77.917361
-772.97584,200,78.709678
-921.397591,200,78.799936
-997.369719,200,78.889478
-1138.483681,200,78.979696
-815.274975,200,79.068969
-989.225762,200,79.157227
-985.690945,200,79.251057
-1610.229583,200,79.344245
-1440.780048,200,79.437429
-985.908745,200,79.526579
-1062.990507,200,79.624656
-991.556873,200,80.394333
-1157.511842,200,80.492179
-1143.490081,200,80.585828
-804.696662,200,80.680786
-751.375111,200,80.772899
-1126.829339,200,80.86777
-870.346446,200,80.961757
-869.92737,200,81.055116
-1322.511308,200,81.148862
-1022.119103,200,81.241299
-862.448979,200,82.010704
-1136.013981,200,82.103804
-761.270709,200,82.19786
-897.487952,200,82.29142
-996.407926,200,82.38553
-995.776172,200,82.478584
-880.753841,200,82.57021
-1299.256907,200,82.663061
-1132.304401,200,82.755188
-1289.424805,200,82.84865
-750.264295,200,83.633091
-1054.168525,200,83.723876
-1025.45607,200,83.81477
-878.858495,200,83.904665
-918.041966,200,83.995422
-967.207806,200,84.085951
-902.465737,200,84.177056
-887.766406,200,84.267405
-1030.691982,200,84.361341
-941.43292,200,84.451745
-940.802729,200,85.205321
-1112.369627,200,85.29847
-868.031195,200,85.393075
-860.201313,200,85.487167
-1043.105866,200,85.581222
-900.912108,200,85.673321
-1259.501236,200,85.76643
-894.892184,200,85.858815
-1191.022531,200,85.951707
-1474.317163,200,86.045794
-1045.894271,200,86.823907
-878.707742,200,86.921763
-1209.453848,200,87.016627
-1124.071312,200,87.110561
-1097.087386,200,87.20078
-771.089745,200,87.295029
-1202.299204,200,87.392834
-965.069923,200,87.490911
-915.135794,200,87.588736
-1223.407525,200,87.686748
-860.293204,200,87.784909
-693.744236,200,88.626606
-1140.157386,200,88.722867
-1313.63029,200,88.818204
-1155.332097,200,88.914849
-771.682154,200,89.008137
-902.551075,200,89.10232
-903.916184,200,89.200805
-991.139863,200,89.291003
-1273.480612,200,89.381293
-917.930647,200,89.47088
-880.02945,200,90.219702
-878.522505,200,90.317583
-749.990923,200,90.413658
-753.759012,200,90.510555
-1231.384281,200,90.606315
-1025.111448,200,90.701055
-1141.933026,200,90.797523
-1251.772625,200,90.892401
-1316.530309,200,90.994226
-1533.053516,200,91.083861
-1301.187568,200,91.845685
-876.521433,200,91.933217
-1209.237974,200,92.020055
-918.10105,200,92.10846
-961.477941,200,92.199609
-900.17557,200,92.292523
-1109.797056,200,92.388377
-879.145093,200,92.482574
-972.800792,200,92.575485
-1340.337255,200,92.668606
-906.782415,200,93.450299
-1222.276753,200,93.545439
-1169.562228,200,93.64276
-1002.537963,200,93.738916
-996.577829,200,93.838272
-1194.535076,200,93.935013
-921.661778,200,94.031689
-1272.132577,200,94.131117
-749.381571,200,94.227226
-886.036552,200,94.321694
-1128.469579,200,94.416134
-653.14121,200,95.265763
-1362.47001,200,95.357939
-1000.646863,200,95.448388
-1347.296193,200,95.537122
-724.99122,200,95.626533
-868.101145,200,95.716696
-766.466059,200,95.806332
-777.354478,200,95.895628
-788.909024,200,95.98537
-1228.59764,200,96.074125
-1085.871781,200,96.813549
-1030.178485,200,96.900442
-1194.67169,200,96.986907
-1194.475603,200,97.074112
-991.970832,200,97.161891
-1015.61465,200,97.250461
-758.19227,200,97.340692
-1017.507522,200,97.430089
-893.806194,200,97.518934
-970.675601,200,97.606779
-1305.62588,200,98.371323
-1209.903165,200,98.46117
-1051.577339,200,98.548105
-880.819049,200,98.634238
-1037.207995,200,98.720395
-1227.084806,200,98.807341
-703.055429,200,98.893403
-793.841423,200,98.979074
-918.709598,200,99.065391
-1231.164225,200,99.151859
-1030.158795,200,99.886307
-906.120619,200,99.972625
-1073.148959,200,100.058953
-1418.580568,200,100.145088
-783.777913,200,100.231274
-1563.917868,200,100.317528
-1275.473784,200,100.403814
-1004.10931,200,100.493851
-1127.224565,200,100.581805
-1303.240987,200,100.669957
-790.841549,200,100.758063
-1259.521472,200,101.52106
-1477.758323,200,101.61124
-1248.516825,200,101.701335
-1023.033924,200,101.789378
-993.841535,200,101.878909
-895.925435,200,101.968376
-1217.893927,200,102.057951
-1032.765226,200,102.145683
-1630.912796,200,102.234658
-1016.018903,200,102.324269
-988.726053,200,103.108173
-908.045388,200,103.198872
-1293.771036,200,103.28943
-1071.719453,200,103.383512
-1048.051579,200,103.475125
-922.194268,200,103.567003
-959.408124,200,103.657463
-996.675046,200,103.747097
-892.52049,200,103.837415
-1036.824706,200,103.927608
-1087.741655,200,104.685098
-908.087168,200,104.775663
-997.577364,200,104.866083
-1017.900569,200,104.954421
-1260.716741,200,105.041712
-1315.020996,200,105.128209
-931.929042,200,105.215647
-913.614976,200,105.30508
-805.617,200,105.401641
-1123.190848,200,105.496985
-889.703065,200,106.2817
-1057.762849,200,106.371608
-767.042136,200,106.461098
-1034.969832,200,106.550831
-1121.864093,200,106.642902
-1038.230399,200,106.742948
-953.506132,200,106.839979
-1092.346085,200,106.929439
-884.525176,200,107.022173
-1021.585652,200,107.111974
-906.032001,200,107.203849
-1242.016049,200,108.015514
-980.643109,200,108.102904
-1051.13605,200,108.191308
-1038.947299,200,108.27993
-1060.625215,200,108.367993
-881.221678,200,108.45612
-1005.158227,200,108.548184
-890.981771,200,108.638197
-1038.119412,200,108.733007
-1020.777503,200,108.827324
-879.094071,200,109.644164
-1119.817446,200,109.742327
-1045.477155,200,109.840848
-917.749143,200,109.934507
-896.387942,200,110.025819
-880.071312,200,110.119729
-920.31601,200,110.210953
-1303.761007,200,110.302303
-1284.585249,200,110.393189
-1361.166762,200,110.482756
-1024.315786,200,111.255542
-995.284159,200,111.348317
-801.657572,200,111.437468
-726.672827,200,111.532107
-869.426108,200,111.631981
-1059.290932,200,111.72769
-917.46781,200,111.816776
-871.31139,200,111.908605
-916.178255,200,111.998442
-914.88659,200,112.088433
-755.565887,200,112.838345
-1427.739826,200,112.927649
-974.853108,200,113.016745
-892.987793,200,113.112863
-903.218377,200,113.212622
-765.770975,200,113.31221
-757.150144,200,113.403791
-1206.432155,200,113.493959
-872.000503,200,113.586727
-903.275985,200,113.676561
-760.226069,200,113.765918
-880.656456,200,114.511435
-1159.150699,200,114.602871
-1044.309672,200,114.692994
-1422.386978,200,114.785077
-912.58449,200,114.875614
-1227.182292,200,114.968187
-756.998367,200,115.059707
-893.030418,200,115.151514
-875.846008,200,115.244451
-1662.958892,200,115.332801
-908.595383,200,116.115741
-932.438072,200,116.211625
-1036.938598,200,116.308758
-903.940226,200,116.408956
-937.383149,200,116.507665
-1042.869724,200,116.598027
-897.816879,200,116.690156
-884.493937,200,116.781898
-880.02375,200,116.872058
-763.558116,200,116.96263
-906.276826,200,117.730187
-1206.275006,200,117.819964
-725.942214,200,117.917429
-896.355874,200,118.013691
-891.620657,200,118.109041
-1059.994657,200,118.197788
-909.115759,200,118.287141
-879.422598,200,118.374582
-893.473474,200,118.463004
-977.022897,200,118.5516
-1075.100096,200,119.312837
-936.878408,200,119.402101
-920.194703,200,119.491833
-1024.723424,200,119.581782
-766.90648,200,119.671847
-761.493907,200,119.762536
-781.344196,200,119.853056
-907.874323,200,119.942923
-1049.590277,200,120.032535
-892.397062,200,120.121875
-634.959061,200,120.21067
-863.28312,200,120.966753
-943.889014,200,121.055369
-1104.105319,200,121.14435
-888.192287,200,121.233382
-925.543407,200,121.32177
-897.438944,200,121.409732
-878.029772,200,121.497527
-734.900322,200,121.586258
-857.871265,200,121.675806
-1005.460983,200,121.765498
-907.975982,200,122.533497
-1042.408435,200,122.624173
-773.38647,200,122.71177
-886.290986,200,122.800481
-1087.085789,200,122.888831
-753.91615,200,122.977344
-791.450869,200,123.066131
-852.105971,200,123.156197
-1174.031797,200,123.247791
-1228.696917,200,123.337506
-914.905991,200,124.13327
-1032.991962,200,124.230266
-1154.656406,200,124.327699
-790.051957,200,124.426035
-875.974564,200,124.523355
-762.719574,200,124.619321
-1040.537263,200,124.715923
-767.580781,200,124.813169
-707.704498,200,124.909964
-1051.866041,200,125.007061
-863.547168,200,125.823
-1045.016524,200,125.923161
-1035.876573,200,126.026624
-1050.39231,200,126.126479
-893.987277,200,126.226699
-884.435969,200,126.326996
-884.606777,200,126.427339
-761.017074,200,126.527494
-1048.708428,200,126.627946
-786.860835,200,126.727931
-746.218776,200,127.521977
-921.648174,200,127.616389
-654.201448,200,127.712001
-861.72247,200,127.807096
-897.785894,200,127.900945
-938.633758,200,127.995997
-925.587246,200,128.091861
-884.587164,200,128.186657
-759.320118,200,128.280926
-789.316014,200,128.377984
-821.858996,200,128.474266
-887.600228,200,129.347126
-633.912276,200,129.445373
-886.604703,200,129.544334
-895.909879,200,129.642781
-757.328554,200,129.741094
-749.551522,200,129.839277
-774.664476,200,129.937961
-1087.941483,200,130.035086
-840.072092,200,130.133686
-1011.80736,200,130.233186
-931.16971,200,131.077213
-761.725733,200,131.176908
-509.761694,200,131.276873
-758.946451,200,131.375321
-761.576625,200,131.47347
-1008.501283,200,131.572666
-987.832866,200,131.672543
-757.275849,200,131.770926
-904.20124,200,131.869691
-631.341731,200,131.969053
-509.788069,200,132.810454
-752.595313,200,132.898758
-1031.848981,200,132.986126
-765.361109,200,133.073351
-1028.917103,200,133.160492
-764.658985,200,133.247116
-819.42309,200,133.333797
-808.898666,200,133.419885
-744.096584,200,133.50596
-906.217156,200,133.592498
-889.78444,200,134.363692
-635.322562,200,134.456622
-1218.517155,200,134.549725
-888.910736,200,134.642713
-650.51986,200,134.735148
-636.711239,200,134.824328
-662.559212,200,134.91333
-828.74317,200,135.002682
-910.290717,200,135.090353
-927.763467,200,135.178361
-898.811475,200,135.266541
-643.147104,200,136.014975
-903.663641,200,136.106624
-887.494899,200,136.196856
-1082.379642,200,136.28454
-759.886004,200,136.372638
-1039.316865,200,136.460739
-753.207291,200,136.556798
-765.047239,200,136.653296
-761.478332,200,136.745791
-1092.23115,200,136.834668
-651.160078,200,137.590963
-842.113451,200,137.68646
-1009.967057,200,137.776402
-741.732212,200,137.864482
-844.593154,200,137.952246
-772.178288,200,138.03995
-634.725348,200,138.127384
-788.235982,200,138.214195
-845.261721,200,138.301556
-788.255553,200,138.390073
-964.269817,200,139.140599
-763.611754,200,139.231185
-628.610059,200,139.32067
-681.94095,200,139.410395
-785.366728,200,139.500095
-759.348603,200,139.590006
-987.930409,200,139.679219
-836.621949,200,139.768066
-743.353283,200,139.856326
-895.338823,200,139.944646
-587.327444,200,140.695031
-558.479228,200,140.784889
-632.61526,200,140.87155
-848.316072,200,140.958878
-893.579468,200,141.045786
-599.469609,200,141.133296
-633.970948,200,141.220589
-916.209248,200,141.308504
-686.837392,200,141.396288
-636.499601,200,141.484482
-512.009721,200,141.574035
-881.087491,200,142.340197
-779.622221,200,142.429944
-889.779254,200,142.520691
-920.715651,200,142.615319
-676.960738,200,142.704025
-923.230639,200,142.793592
-639.816305,200,142.883927
-634.38229,200,142.973829
-928.907999,200,143.065083
-1242.009163,200,143.155151
-530.859837,200,143.957641
-800.788294,200,144.044092
-1064.891897,200,144.131271
-512.073772,200,144.218291
-761.850399,200,144.305614
-794.700682,200,144.39379
-779.008093,200,144.481339
-511.550788,200,144.569528
-634.44187,200,144.657405
-488.847115,200,144.745224
-774.432905,200,145.498055
-769.554888,200,145.590309
-906.267921,200,145.682586
-740.388032,200,145.774576
-1239.584227,200,145.867007
-661.3703,200,145.959766
-509.511769,200,146.050906
-789.755367,200,146.142233
-1438.996656,200,146.233485
-936.652636,200,146.325104
-726.862625,200,147.078566
-782.680867,200,147.165774
-1143.572027,200,147.252792
-505.236377,200,147.339465
-387.405125,200,147.425958
-256.954204,200,147.513045
-747.536284,200,147.59979
-1015.714294,200,147.686972
-509.750297,200,147.77457
-971.977261,200,147.862228
-754.735861,200,147.950597
-508.372027,200,148.716893
-666.266935,200,148.806525
-857.769729,200,148.895365
-642.928475,200,148.984364
-298.183705,200,149.073234
-491.400623,200,149.161597
-426.815824,200,149.250942
-505.528964,200,149.341538
-638.929681,200,149.431312
-607.785343,200,149.52104
-1183.102794,200,150.277679
-905.135837,200,150.366709
-787.314793,200,150.454948
-511.095337,200,150.544328
-688.136989,200,150.633482
-783.845267,200,150.722614
-1040.94866,200,150.811322
-514.51537,200,150.902984
-641.888115,200,150.991788
-646.602861,200,151.079723
-829.630989,200,151.82261
-995.129555,200,151.911301
-835.738314,200,151.999943
-967.170692,200,152.088962
-381.136585,200,152.177147
-796.687935,200,152.26546
-676.240734,200,152.353585
-819.510385,200,152.44236
-712.783968,200,152.530964
-409.654433,200,152.619517
-383.373846,200,153.38288
-394.676486,200,153.470876
-863.236139,200,153.559191
-967.245279,200,153.647508
-644.575865,200,153.73692
-787.381463,200,153.825646
-505.599616,200,153.914194
-511.059735,200,154.002435
-512.762569,200,154.092046
-384.887826,200,154.180214
-384.377993,200,154.267782
-381.651232,200,155.010818
-805.265023,200,155.100362
-667.438744,200,155.188631
-508.944142,200,155.276912
-658.928514,200,155.364949
-508.298292,200,155.452741
-129.666736,200,155.540647
-127.95518,200,155.628642
-398.178539,200,155.717056
-384.736532,200,155.805665
-652.905687,200,156.55217
-659.79937,200,156.641228
-821.537718,200,156.72927
-576.81605,200,156.817554
-258.684029,200,156.905702
-131.780131,200,156.993771
-133.845887,200,157.083399
-382.281675,200,157.176075
-777.998873,200,157.264994
-255.306871,200,157.353941
-2.583666,200,158.097863
-131.796296,200,158.186962
-395.978351,200,158.276198
-779.58612,200,158.365702
-967.886917,200,158.45463
-130.004174,200,158.544493
-576.991412,200,158.632926
-127.026913,200,158.721158
-256.711312,200,158.809891
-835.844666,200,158.897897
-637.88016,200,159.649394
-2.046482,200,159.738267
-128.139675,200,159.827495
-1.332753,200,159.915357
-267.4541,200,160.00342
-127.860037,200,160.091537
-270.241831,200,160.17951
-131.92382,200,160.268409
-695.782079,200,160.357707
-254.225288,200,160.446454
-248.436226,200,160.535989
-126.904442,200,161.277154
-401.625955,200,161.3668
-564.253153,200,161.45576
-257.011902,200,161.544775
-130.687279,200,161.633584
-575.299566,200,161.722694
-639.438068,200,161.811836
-708.418902,200,161.900214
-2.142453,200,161.988695
-737.362625,200,162.076849
-128.392668,200,162.841952
