#{"t_start": 1746533081.4661145, "env_id": "Pendulum-v1"}
r,l,t
-917.850748,200,75.664743
-1012.373306,200,75.755949
-975.847211,200,75.845241
-1261.210364,200,75.934256
-1196.016272,200,76.699245
-1482.86939,200,76.788783
-926.670618,200,76.878703
-820.456156,200,76.969884
-1203.253544,200,77.059418
-791.931591,200,77.148762
-1317.366742,200,77.238358
-924.169216,200,77.327721
-1379.073081,200,77.416328
-885.019171,200,77.511133
-881.088159,200,78.258839
-764.631915,200,78.347846
-952.253806,200,78.436438
-1182.287293,200,78.524996
-1152.407315,200,78.614375
-1202.837407,200,78.703482
-1029.243351,200,78.79442
-1081.703974,200,78.883968
-1209.673589,200,78.973119
-912.096133,200,79.062519
-995.434184,200,79.152075
-1230.926393,200,79.898433
-924.777215,200,79.990052
-907.410588,200,80.079494
-878.340977,200,80.169225
-999.165647,200,80.259281
-1229.842109,200,80.348004
-1632.47924,200,80.436713
-737.350323,200,80.525805
-881.531098,200,80.615974
-1103.132237,200,80.705464
-879.555417,200,81.45444
-1313.340409,200,81.543186
-1022.755782,200,81.631341
-1001.978177,200,81.720553
-821.321888,200,81.811417
-1287.588184,200,81.900435
-1300.5926,200,81.98976
-1008.102906,200,82.079078
-860.925432,200,82.168586
-676.106493,200,82.258203
-754.074441,200,83.00817
-876.627236,200,83.09551
-1070.378612,200,83.18302
-1070.40846,200,83.270233
-1032.173796,200,83.357413
-980.871726,200,83.444056
-934.351278,200,83.531531
-955.798384,200,83.619459
-842.267439,200,83.707535
-912.893891,200,83.795958
-1011.769005,200,84.539623
-1183.287576,200,84.626226
-858.996277,200,84.713271
-1128.229632,200,84.802171
-1036.070974,200,84.889631
-791.247931,200,84.976956
-767.705018,200,85.065288
-1054.765409,200,85.152812
-1001.485981,200,85.240075
-1149.391094,200,85.326839
-909.484097,200,86.078054
-1149.059394,200,86.167394
-632.408131,200,86.256894
-879.269972,200,86.345538
-907.320264,200,86.434106
-1005.048641,200,86.522883
-851.375239,200,86.612685
-953.825523,200,86.702198
-903.282952,200,86.792008
-1008.577577,200,86.881379
-769.141307,200,86.971295
-1260.098508,200,87.724053
-1204.660244,200,87.812787
-1323.159659,200,87.900184
-1238.897247,200,87.987247
-1230.602636,200,88.074992
-1194.000522,200,88.162435
-1316.390632,200,88.249393
-1249.406686,200,88.34002
-1195.893786,200,88.427397
-1237.804734,200,88.514311
-1226.713086,200,89.256901
-1355.290623,200,89.343962
-1088.652309,200,89.430836
-1215.927252,200,89.517632
-1333.434086,200,89.605751
-1126.020061,200,89.692921
-1139.666196,200,89.780618
-1286.938675,200,89.868461
-1225.694911,200,89.955965
-1121.617453,200,90.043541
-1241.699407,200,90.797311
-1263.190376,200,90.885075
-1236.145463,200,90.972955
-1184.775053,200,91.06044
-1256.591168,200,91.148738
-1196.609651,200,91.236102
-1216.90848,200,91.323045
-1339.014849,200,91.410821
-1203.880686,200,91.497718
-1218.373142,200,91.584419
-1183.741876,200,92.330305
-1122.202482,200,92.419062
-968.991744,200,92.507915
-1201.486487,200,92.59802
-821.331233,200,92.687264
-1052.995784,200,92.776796
-1069.381212,200,92.866344
-1256.781224,200,92.959676
-1269.471258,200,93.049117
-1131.308359,200,93.138902
-964.478706,200,93.229472
-1067.157768,200,93.976369
-1129.904785,200,94.065667
-1189.998549,200,94.155107
-1069.743454,200,94.24468
-1250.882791,200,94.33471
-1200.411941,200,94.424249
-1235.282202,200,94.512813
-1004.70093,200,94.601582
-1281.905726,200,94.691163
-1092.729712,200,94.780707
-1083.005846,200,95.536252
-1044.834589,200,95.622758
-902.073295,200,95.709831
-1174.103749,200,95.797467
-1095.863557,200,95.885704
-953.726535,200,95.973836
-1076.431392,200,96.061827
-1051.412799,200,96.151043
-989.797349,200,96.239128
-1219.919719,200,96.327229
-1182.765501,200,97.077268
-1035.725378,200,97.167447
-908.188087,200,97.257376
-1059.110871,200,97.347984
-1386.621171,200,97.43683
-1212.771544,200,97.52548
-1072.883707,200,97.614464
-1042.849826,200,97.704249
-1058.926644,200,97.794011
-1096.627119,200,97.883964
-772.057089,200,98.645664
-886.395948,200,98.736346
-1049.905218,200,98.826029
-1076.063049,200,98.915903
-1090.577726,200,99.005737
-1058.681778,200,99.09533
-1409.58718,200,99.186553
-1112.052444,200,99.275819
-1115.239975,200,99.364986
-995.945124,200,99.453667
-1220.704456,200,99.54272
-1356.125466,200,100.301835
-812.859602,200,100.395127
-1318.412096,200,100.483554
-788.834624,200,100.571441
-907.994409,200,100.659343
-914.244019,200,100.748026
-758.225145,200,100.836774
-1059.128874,200,100.925752
-784.109071,200,101.016148
-1057.446102,200,101.105154
-1277.020679,200,101.852235
-1014.226641,200,101.941389
-1104.004427,200,102.030831
-772.903087,200,102.12013
-943.401296,200,102.211202
-1342.127496,200,102.300311
-1431.39176,200,102.389079
-899.472569,200,102.477173
-764.032418,200,102.566117
-1121.561916,200,102.654898
-1426.809589,200,103.417782
-1079.907949,200,103.505679
-1294.052552,200,103.59316
-770.265985,200,103.68079
-1380.903869,200,103.769755
-773.413092,200,103.858356
-1043.439706,200,103.94838
-1055.142746,200,104.036817
-1182.008106,200,104.125659
-1368.391088,200,104.214406
-1292.282645,200,104.959912
-780.308546,200,105.049739
-845.260247,200,105.140479
-763.631955,200,105.229681
-971.862497,200,105.318544
-968.880107,200,105.40703
-991.590434,200,105.495577
-651.083615,200,105.584424
-1067.95509,200,105.673301
-775.515166,200,105.764517
-916.904646,200,105.85378
-1400.392136,200,106.606004
-761.770484,200,106.692922
-895.963936,200,106.7801
-878.206143,200,106.866804
-1502.617003,200,106.955014
-896.462823,200,107.042536
-934.63117,200,107.129383
-763.959993,200,107.216304
-768.435316,200,107.303843
-637.132999,200,107.391462
-1052.727766,200,108.132582
-1007.763488,200,108.221171
-1097.023728,200,108.307547
-829.652846,200,108.394129
-1034.687745,200,108.488959
-1144.72089,200,108.577099
-896.836105,200,108.664473
-927.339493,200,108.753536
-767.719713,200,108.842234
-1045.565789,200,108.930016
-1027.079378,200,109.66712
-897.17796,200,109.754538
-1040.202919,200,109.841849
-1052.087411,200,109.929298
-1373.837199,200,110.017579
-906.542575,200,110.104568
-1039.174877,200,110.191964
-785.080801,200,110.278755
-1019.403339,200,110.365196
-765.339928,200,110.451719
-1253.803774,200,111.201385
-769.026085,200,111.290272
-771.472237,200,111.378615
-1106.400125,200,111.466825
-655.15786,200,111.555115
-768.158798,200,111.643458
-909.684946,200,111.733466
-916.656055,200,111.823699
-1070.338055,200,111.912652
-901.491981,200,112.001779
-913.428494,200,112.090713
-913.960725,200,112.849991
-1044.376139,200,112.940081
-900.495528,200,113.03088
-1141.46567,200,113.120389
-785.472145,200,113.210038
-1267.876229,200,113.299603
-766.090837,200,113.38821
-870.418997,200,113.476812
-770.411051,200,113.566886
-913.911724,200,113.655907
-813.94628,200,114.397975
-1065.235838,200,114.484977
-872.72507,200,114.575069
-974.334229,200,114.661801
-795.471898,200,114.751096
-874.809036,200,114.839309
-770.092228,200,114.926729
-1047.170331,200,115.014013
-764.228165,200,115.101218
-737.456032,200,115.188669
-1177.300006,200,115.940328
-951.989766,200,116.029123
-673.772603,200,116.116441
-1172.113609,200,116.204004
-610.534964,200,116.290593
-910.499133,200,116.377253
-912.967491,200,116.464146
-917.543279,200,116.555549
-1076.913456,200,116.642283
-796.525898,200,116.729477
-761.285166,200,117.483982
-1066.291222,200,117.571897
-1056.873821,200,117.660123
-1273.868277,200,117.749976
-1264.190456,200,117.840477
-848.126893,200,117.929574
-661.546686,200,118.018396
-933.141572,200,118.107183
-1114.791923,200,118.196283
-1218.342032,200,118.284609
-792.768394,200,118.373841
-520.834769,200,119.139716
-580.21213,200,119.228944
-611.491966,200,119.31824
-797.974001,200,119.407027
-795.063746,200,119.495833
-758.345104,200,119.586073
-778.570124,200,119.675453
-927.803398,200,119.765199
-771.389982,200,119.854968
-1053.679757,200,119.944529
-782.238613,200,120.70109
-634.288995,200,120.792389
-924.530407,200,120.88209
-820.45537,200,120.971609
-957.62617,200,121.061345
-1184.358949,200,121.150508
-1079.025706,200,121.23978
-791.971324,200,121.330226
-1236.510975,200,121.420282
-769.354332,200,121.509026
-770.974087,200,122.257604
-946.812153,200,122.347007
-1353.050496,200,122.436846
-1009.607952,200,122.526258
-783.614079,200,122.616681
-683.100746,200,122.705663
-855.952239,200,122.794086
-632.365119,200,122.883569
-1521.725956,200,122.973321
-788.7389,200,123.062751
-942.28399,200,123.816557
-1044.607373,200,123.906171
-1100.473293,200,123.998952
-1293.201048,200,124.087928
-1047.929508,200,124.176466
-954.262169,200,124.266051
-766.477945,200,124.357239
-791.753733,200,124.447089
-1045.61696,200,124.537177
-655.640745,200,124.62704
-923.581889,200,125.387317
-1044.638644,200,125.477271
-934.132376,200,125.56868
-1195.086785,200,125.658477
-647.717002,200,125.748352
-679.095374,200,125.838426
-1154.468804,200,125.927632
-778.768627,200,126.016616
-781.185058,200,126.105565
-873.461421,200,126.195739
-799.753373,200,126.285213
-902.342469,200,127.02891
-1150.141201,200,127.118536
-893.353865,200,127.207603
-1059.574806,200,127.297266
-781.518917,200,127.387501
-1078.396784,200,127.476637
-940.631424,200,127.565532
-1100.364772,200,127.655349
-860.449665,200,127.745893
-797.403684,200,127.836116
-912.817383,200,128.604976
-848.186821,200,128.695374
-775.333673,200,128.782913
-649.172119,200,128.870302
-1271.456702,200,128.957622
-645.459221,200,129.045698
-917.863697,200,129.13367
-944.963694,200,129.221843
-1114.40995,200,129.308293
-755.675699,200,129.395003
-911.573415,200,130.153235
-776.834522,200,130.243409
-651.958924,200,130.331993
-1404.957857,200,130.421717
-865.897887,200,130.510837
-1125.78191,200,130.599561
-1078.679527,200,130.688905
-1032.596708,200,130.778615
-769.762782,200,130.868153
-852.609008,200,130.959208
-658.708538,200,131.700476
-783.130172,200,131.787856
-777.979021,200,131.875388
-767.182778,200,131.962372
-793.674416,200,132.049792
-528.159046,200,132.138463
-1376.396175,200,132.226318
-518.87288,200,132.312862
-1043.835788,200,132.399483
-922.396388,200,132.486445
-1253.948504,200,132.573153
-646.910478,200,133.316195
-654.761825,200,133.406308
-1075.903999,200,133.495596
-1040.074997,200,133.584681
-966.066004,200,133.67412
-935.50963,200,133.76418
-786.660735,200,133.853793
-1053.770804,200,133.945537
-1126.386123,200,134.035426
-912.684867,200,134.124964
-1470.194518,200,134.86708
-588.108834,200,134.956796
-928.776855,200,135.046104
-770.863935,200,135.136353
-1145.930257,200,135.226606
-836.810192,200,135.315862
-862.640583,200,135.404407
-1222.866719,200,135.493252
-830.971281,200,135.581905
-609.081203,200,135.671488
-643.712839,200,136.417959
-808.061339,200,136.506962
-642.991716,200,136.595889
-956.27335,200,136.685335
-1148.975172,200,136.774699
-1022.626452,200,136.864503
-1160.542531,200,136.956018
-788.801341,200,137.046057
-647.995546,200,137.135283
-944.291638,200,137.224817
-789.737497,200,137.970765
-869.696821,200,138.058618
-781.595221,200,138.147722
-1268.204626,200,138.235474
-648.290045,200,138.323473
-856.036304,200,138.410483
-915.493521,200,138.497324
-770.807559,200,138.584729
-775.281796,200,138.671991
-640.920606,200,138.764501
-1095.445889,200,138.857702
-790.625427,200,139.592845
-906.427584,200,139.681033
-768.40176,200,139.769808
-1012.548464,200,139.858277
-724.999838,200,139.948137
-646.962653,200,140.036625
-653.886149,200,140.124921
-515.240188,200,140.213282
-951.257312,200,140.30192
-537.010751,200,140.389512
-1021.406503,200,141.140523
-640.718089,200,141.227963
-516.729105,200,141.315487
-785.802789,200,141.402083
-1077.132909,200,141.488951
-1144.798273,200,141.575996
-635.615631,200,141.662837
-740.700592,200,141.751137
-944.535926,200,141.839215
-1124.642573,200,141.926715
-890.460768,200,142.666066
-938.899466,200,142.756905
-629.707032,200,142.844361
-762.480933,200,142.9326
-916.098156,200,143.021043
-1044.845345,200,143.108454
-707.624639,200,143.195575
-507.198895,200,143.282023
-645.706348,200,143.369343
-768.360431,200,143.458625
-529.396565,200,144.204672
-642.501583,200,144.294354
-879.830572,200,144.383667
-643.092797,200,144.4729
-665.795929,200,144.561854
-1085.605482,200,144.651124
-515.75373,200,144.741801
-493.109608,200,144.833066
-777.338619,200,144.922951
-703.53523,200,145.012592
-855.755366,200,145.102301
-647.773309,200,145.849948
-801.763262,200,145.94049
-1175.881518,200,146.031951
-395.300513,200,146.121859
-639.165315,200,146.212424
-389.304815,200,146.302624
-493.698195,200,146.391919
-669.600088,200,146.481376
-678.124754,200,146.572112
-515.402945,200,146.661359
-1065.930952,200,147.400243
-516.199232,200,147.488707
-956.748219,200,147.576251
-772.194797,200,147.663694
-268.82214,200,147.75293
-378.374724,200,147.841203
-668.969384,200,147.929156
-519.656386,200,148.016638
-968.562897,200,148.104863
-1004.197113,200,148.193285
-533.819542,200,148.934195
-984.517025,200,149.024606
-515.356859,200,149.114702
-391.656924,200,149.204131
-752.014663,200,149.294031
-388.770491,200,149.383631
-1065.260131,200,149.473282
-970.273739,200,149.564871
-534.212709,200,149.655099
-393.254125,200,149.744691
-814.385254,200,150.492464
-685.951906,200,150.580671
-388.292691,200,150.667849
-800.486708,200,150.75616
-389.529403,200,150.846585
-548.45735,200,150.933216
-568.999707,200,151.019971
-527.191265,200,151.106784
-577.367149,200,151.194134
-1005.865743,200,151.281695
-656.743254,200,151.370677
-133.538485,200,152.122643
-1021.776454,200,152.209678
-799.081001,200,152.296941
-279.259104,200,152.384698
-394.020417,200,152.472309
-385.055211,200,152.561359
-968.050467,200,152.648709
-131.392218,200,152.735269
-710.220519,200,152.824988
-412.848894,200,152.911503
-402.310838,200,153.663223
-132.91455,200,153.753629
-526.366639,200,153.842912
-727.568521,200,153.932059
-3.092732,200,154.021155
-519.626901,200,154.1115
-133.390301,200,154.201366
-257.82398,200,154.294944
-393.36525,200,154.386422
-531.845874,200,154.476501
