#{"t_start": 1746538978.3388743, "env_id": "Pendulum-v1"}
r,l,t
-864.864162,200,167.389292
-389.291711,200,167.485091
-259.133882,200,167.58406
-537.164392,200,168.376138
-399.856885,200,168.472864
-386.118562,200,168.568072
-645.418409,200,168.662343
-262.931555,200,168.757309
-5.070183,200,168.85238
-649.894598,200,168.946647
-395.584345,200,169.043442
-130.124109,200,169.141025
-375.340531,200,169.237254
-128.412883,200,170.038594
-4.70797,200,170.130185
-378.940802,200,170.223372
-3.290743,200,170.315258
-999.276103,200,170.407525
-250.502129,200,170.501583
-407.95015,200,170.595142
-258.341157,200,170.688119
-406.269596,200,170.779819
-129.184249,200,170.877517
-128.651111,200,171.678984
-264.395518,200,171.770898
-1.985143,200,171.862983
-519.650391,200,171.956304
-569.945122,200,172.049659
-525.223833,200,172.140938
-127.963599,200,172.233397
-369.373237,200,172.3259
-129.085953,200,172.41892
-268.87411,200,172.511237
-126.312392,200,173.285221
-712.92508,200,173.378247
-1.484495,200,173.472177
-610.101924,200,173.564334
-389.967644,200,173.65625
-389.513082,200,173.748264
-255.256498,200,173.839456
-258.497016,200,173.931913
-379.306065,200,174.023576
-372.713195,200,174.115806
-571.164347,200,174.906852
-1004.956051,200,175.001866
-129.343814,200,175.094951
-262.088537,200,175.188698
-378.990548,200,175.282612
-1.728681,200,175.37526
-254.378201,200,175.469052
-257.155489,200,175.565251
-254.741376,200,175.660139
-597.280082,200,175.755339
-556.026567,200,175.851393
-126.077459,200,176.62655
-129.221533,200,176.720041
-129.000832,200,176.813518
-250.787509,200,176.905632
-256.190368,200,177.003184
-253.105552,200,177.096596
-0.696833,200,177.189588
-251.76131,200,177.282613
-576.910738,200,177.375207
-127.877378,200,177.468892
-252.513905,200,178.25388
-3.142624,200,178.351508
-256.226764,200,178.448786
-1.878783,200,178.546151
-262.887741,200,178.645805
-1.354609,200,178.745711
-125.813808,200,178.84027
-376.172572,200,178.935099
-508.137872,200,179.031995
-128.391823,200,179.128667
-452.036196,200,179.902667
-253.0444,200,179.995308
-254.583389,200,180.088241
-513.887839,200,180.180724
-2.730084,200,180.272829
-255.773,200,180.365484
-249.570668,200,180.457314
-394.62669,200,180.549887
-257.128189,200,180.642384
-4.113632,200,180.734962
-375.669198,200,181.51833
-252.854512,200,181.612914
-131.314934,200,181.707807
-130.684352,200,181.802848
-544.443145,200,181.897528
-251.686842,200,181.991432
-580.557652,200,182.086051
-256.92715,200,182.180976
-277.210589,200,182.276259
-391.4838,200,182.37233
-253.828466,200,182.46759
-127.567183,200,183.234486
-256.094083,200,183.329333
-383.877875,200,183.422533
-500.037416,200,183.516765
-128.904975,200,183.610743
-127.393418,200,183.703942
-130.869907,200,183.798207
-382.477057,200,183.892403
-412.249187,200,183.985811
-260.306383,200,184.079873
-509.862106,200,184.87713
-391.160115,200,184.9693
-540.109139,200,185.064966
-390.960883,200,185.156291
-384.635656,200,185.247824
-392.151387,200,185.338964
-262.514384,200,185.431239
-128.008145,200,185.522517
-459.374496,200,185.615367
-130.445041,200,185.711255
-275.219704,200,186.599375
-449.262062,200,186.691116
-254.095735,200,186.782253
-780.742149,200,186.871885
-414.665104,200,186.961893
-398.737418,200,187.055003
-2.895939,200,187.145916
-267.732824,200,187.235661
-256.265909,200,187.325671
-130.225609,200,187.415543
-383.133408,200,188.179383
-253.786361,200,188.273955
-342.35828,200,188.368209
-128.81355,200,188.462902
-452.517288,200,188.557633
-511.885337,200,188.651456
-3.213027,200,188.74627
-544.840226,200,188.841001
-255.230489,200,188.934377
-129.07682,200,189.028797
-1.840268,200,189.125128
-1.04629,200,189.904777
-4.771444,200,189.996922
-374.086364,200,190.089503
-133.444053,200,190.180848
-128.82372,200,190.273261
-256.795437,200,190.365347
-3.426479,200,190.457618
-256.433302,200,190.54898
-375.256919,200,190.641031
-410.193474,200,190.734133
-2.353619,200,191.514124
-435.148553,200,191.606409
-376.173328,200,191.698204
-528.93626,200,191.790666
-250.332694,200,191.883436
-129.786516,200,191.976515
-413.235177,200,192.068089
-263.380805,200,192.160298
-131.471782,200,192.252064
-123.822882,200,192.348258
-400.367542,200,193.125391
-255.920493,200,193.217519
-266.311606,200,193.309848
-487.445091,200,193.401533
-384.52894,200,193.493773
-516.763525,200,193.585634
-249.566245,200,193.677879
-458.998752,200,193.769352
-130.573587,200,193.86167
-125.417546,200,193.962101
-889.942536,200,194.832107
-264.104184,200,194.92406
-259.654559,200,195.014734
-258.37148,200,195.109259
-128.281613,200,195.199633
-265.825266,200,195.290728
-251.291067,200,195.381545
-387.451621,200,195.472945
-414.827527,200,195.5633
-2.106691,200,195.654876
-125.048551,200,195.745522
-296.945582,200,196.515797
-253.83673,200,196.60897
-372.721487,200,196.706603
-269.649948,200,196.799311
-256.825933,200,196.892616
-372.541351,200,196.986947
-387.799283,200,197.082803
-266.623331,200,197.177015
-298.367722,200,197.270419
-256.914545,200,197.363083
-254.423585,200,198.137568
-259.27385,200,198.229321
-2.492533,200,198.321811
-1.849265,200,198.413615
-127.859896,200,198.505583
-2.001304,200,198.59751
-124.354938,200,198.690585
-523.60132,200,198.783538
-256.654205,200,198.877026
-256.336362,200,198.970455
-134.122756,200,199.794892
-124.98364,200,199.888382
-251.368259,200,199.994643
-914.298997,200,200.103583
-123.669604,200,200.198591
-382.295939,200,200.291988
-256.269198,200,200.385527
-130.615283,200,200.479812
-127.730384,200,200.573825
-127.233975,200,200.667933
-125.738071,200,201.436333
-286.90552,200,201.532029
-126.57408,200,201.626788
-126.6691,200,201.721815
-125.252302,200,201.816552
-261.051422,200,201.911114
-244.414574,200,202.006823
-134.890244,200,202.102708
-131.505435,200,202.198205
-277.859806,200,202.2939
-247.743421,200,202.388902
-126.871317,200,203.184884
-134.278501,200,203.276926
-122.762512,200,203.369766
-128.885909,200,203.462458
-247.220253,200,203.558574
-125.945258,200,203.652638
-283.430917,200,203.746301
-397.037833,200,203.844204
-2.041147,200,203.942916
-1.60647,200,204.039715
-258.919701,200,204.84541
-384.536079,200,204.940027
-267.814653,200,205.035133
-132.39268,200,205.128287
-4.007947,200,205.223181
-3.309905,200,205.32048
-127.992716,200,205.417507
-294.752514,200,205.511056
-250.574655,200,205.605116
-378.74407,200,205.699529
-273.512302,200,206.478374
-128.659092,200,206.571733
-132.045701,200,206.664281
-253.838228,200,206.757191
-254.035767,200,206.851223
-135.581713,200,206.944779
-3.188958,200,207.03828
-127.098954,200,207.13228
-126.257554,200,207.228441
-385.156715,200,207.322186
-122.761936,200,208.099243
-399.965369,200,208.191209
-250.846707,200,208.28426
-243.038238,200,208.376073
-262.785768,200,208.469318
-2.624446,200,208.561276
-125.38621,200,208.654211
-3.204416,200,208.746026
-129.457998,200,208.838565
-2.194774,200,208.9313
-251.940458,200,209.023568
-461.246736,200,209.824681
-128.767125,200,209.91996
-133.56083,200,210.01499
-256.396428,200,210.1116
-127.326508,200,210.214058
-401.004839,200,210.316084
-371.243554,200,210.414764
-127.477292,200,210.513946
-250.4181,200,210.614665
-380.194487,200,210.715642
-258.185897,200,211.587001
-247.084466,200,211.678977
-241.506742,200,211.769668
-4.392756,200,211.861695
-2.021896,200,211.953161
-3.781154,200,212.0454
-249.865868,200,212.137913
-405.180587,200,212.23025
-250.099973,200,212.323626
-563.406568,200,212.415466
-3.428825,200,213.221078
-259.465232,200,213.315398
-126.595073,200,213.409428
-131.142074,200,213.50388
-382.477334,200,213.600304
-130.668701,200,213.694477
-365.757386,200,213.788556
-401.787841,200,213.882627
-471.696152,200,213.980673
-130.659898,200,214.074965
-2.907967,200,214.880533
-255.408211,200,214.972059
-125.508008,200,215.065189
-126.341776,200,215.158502
-124.936724,200,215.254471
-2.004608,200,215.346869
-281.176628,200,215.440407
-256.493158,200,215.533611
-127.868897,200,215.626643
-121.899893,200,215.7196
-127.045296,200,216.518228
-127.300065,200,216.612767
-394.581548,200,216.707647
-0.925617,200,216.802049
-132.0752,200,216.896992
-120.28986,200,216.992185
-376.06259,200,217.086021
-126.731461,200,217.18047
-125.888194,200,217.276478
-125.652244,200,217.371047
-299.529862,200,217.466632
-129.36054,200,218.253176
-375.324008,200,218.349059
-255.286835,200,218.444106
-126.281625,200,218.540347
-251.707077,200,218.636211
-347.057684,200,218.733497
-131.713203,200,218.828366
-246.094432,200,218.922121
-128.346217,200,219.016992
-1.050238,200,219.112828
-128.987799,200,219.911394
-128.768042,200,220.006881
-2.900779,200,220.099677
-255.346803,200,220.193301
-126.138354,200,220.287953
-268.196266,200,220.384939
-251.894808,200,220.482159
-121.643465,200,220.579974
-377.845407,200,220.676879
-250.06198,200,220.771856
-252.394128,200,221.57121
-272.923413,200,221.667756
-126.343647,200,221.763195
-130.335184,200,221.859679
-258.895914,200,221.954794
-2.42719,200,222.050689
-442.030538,200,222.146198
-390.66221,200,222.24245
-379.757402,200,222.337408
-260.925887,200,222.433505
-249.017891,200,223.254371
-132.713254,200,223.354305
-515.319902,200,223.454347
-258.362255,200,223.553882
-124.30377,200,223.653291
-125.21903,200,223.752063
-260.809347,200,223.851074
-133.199797,200,223.953161
-129.237843,200,224.055169
-248.015122,200,224.154708
-125.2256,200,224.254174
-506.902451,200,225.047161
-267.373146,200,225.142898
-132.211897,200,225.237828
-128.893919,200,225.337353
-1.299649,200,225.432765
-0.99142,200,225.528504
-250.784903,200,225.624781
-2.094197,200,225.72087
-371.46502,200,225.819191
-374.480974,200,225.91661
-122.169949,200,226.725192
-244.369214,200,226.820357
-3.65251,200,226.917352
-403.467946,200,227.013152
-126.495326,200,227.109993
-125.317196,200,227.204957
-1.122234,200,227.299894
-1.934796,200,227.396734
-371.363546,200,227.494003
-1.978922,200,227.588987
-239.031049,200,228.408814
-250.596967,200,228.511022
-2.160718,200,228.610396
-391.41442,200,228.710546
-1.554354,200,228.810432
-468.586477,200,228.909822
-404.990001,200,229.009932
-129.452662,200,229.109234
-385.958502,200,229.208314
-0.894285,200,229.308432
-1.128085,200,230.090276
-130.114399,200,230.189026
-264.604656,200,230.288126
-2.036207,200,230.387217
-134.964866,200,230.486712
-429.957179,200,230.585593
-378.36389,200,230.684487
-257.272942,200,230.784097
-128.135651,200,230.883569
-127.643816,200,230.982329
-1.391541,200,231.081101
-253.420623,200,231.865009
-512.314338,200,231.963612
-122.981491,200,232.061759
-126.713112,200,232.159535
-245.758478,200,232.259075
-242.498369,200,232.358128
-244.110295,200,232.45665
-257.283068,200,232.555732
-2.311024,200,232.653979
-249.145753,200,232.752818
-250.581406,200,233.559405
-2.048303,200,233.656184
-1.977189,200,233.75261
-401.06349,200,233.849682
-374.359497,200,233.946817
-380.488878,200,234.054538
-125.691114,200,234.152281
-124.442541,200,234.247324
-250.787873,200,234.342594
-248.720438,200,234.438437
-124.425046,200,235.229922
-123.155868,200,235.324168
-0.462241,200,235.418643
-267.022681,200,235.513447
-261.036843,200,235.608118
-126.876102,200,235.704549
-255.355525,200,235.801809
-248.072952,200,235.89552
-378.578811,200,235.990424
-125.585105,200,236.085864
-3.116908,200,236.864644
-131.667974,200,236.960449
-126.422885,200,237.057132
-125.040156,200,237.152338
-129.864519,200,237.246593
-439.584953,200,237.342495
-260.299692,200,237.437894
-361.663371,200,237.534329
-124.285068,200,237.629635
-127.097226,200,237.725273
-267.190907,200,237.820706
-378.089529,200,238.604999
-772.552421,200,238.697207
-127.245874,200,238.792333
-128.431585,200,238.886689
-130.0051,200,238.980948
-128.888016,200,239.075313
-124.015227,200,239.16998
-1.227386,200,239.263759
-123.489439,200,239.357948
-131.144811,200,239.456541
-258.161243,200,240.246252
-1.744448,200,240.339368
-128.910637,200,240.433258
-392.118441,200,240.525707
-244.828027,200,240.620332
-275.130185,200,240.712701
-123.953666,200,240.806032
-126.069589,200,240.89945
-379.38834,200,240.992851
-128.305498,200,241.085854
-127.6318,200,241.864036
-125.838257,200,241.960643
-266.125878,200,242.05759
-123.739517,200,242.154711
-123.924282,200,242.252283
-250.634414,200,242.349161
-128.460787,200,242.445146
-128.502869,200,242.540427
-252.119786,200,242.636044
-130.243466,200,242.731678
-122.678068,200,243.514344
-895.774324,200,243.610484
-249.634544,200,243.705382
-123.654813,200,243.800425
-266.011004,200,243.895654
-247.092754,200,243.990197
-126.063739,200,244.085923
-241.31196,200,244.181624
-468.968118,200,244.276495
-305.560328,200,244.370909
-0.927268,200,244.466322
-1.520696,200,245.239819
-781.409138,200,245.334781
-354.595426,200,245.431058
-244.114017,200,245.524865
-984.929542,200,245.619651
-361.159732,200,245.71989
-1046.76978,200,245.81469
-3.858537,200,245.909866
-123.000006,200,246.00586
-1.455026,200,246.101009
-907.391453,200,246.870496
-417.025241,200,246.965482
-125.64054,200,247.059221
-899.904639,200,247.154835
-353.659951,200,247.250769
-1.919053,200,247.345054
-129.879068,200,247.439197
-237.242449,200,247.534466
-536.941164,200,247.627918
-236.637077,200,247.723561
-124.865442,200,248.530075
-125.904972,200,248.623556
-129.803506,200,248.71929
-642.029507,200,248.813716
-126.48062,200,248.908536
-1.374179,200,249.004097
-128.860623,200,249.099002
-0.758658,200,249.192602
-267.972619,200,249.287262
-241.560624,200,249.382225
-119.407156,200,250.196265
-120.444424,200,250.289653
-124.617729,200,250.382085
-127.894799,200,250.474047
-126.051981,200,250.567068
-129.329464,200,250.659053
-0.556845,200,250.75207
-276.021083,200,250.847019
-128.032835,200,250.9394
-128.374926,200,251.032654
-256.892468,200,251.126944
-118.630668,200,251.936005
-126.242925,200,252.031235
-126.207389,200,252.123175
-261.987005,200,252.215568
-254.570564,200,252.30842
-513.940195,200,252.402046
-257.227322,200,252.495104
-761.23589,200,252.588477
-940.042462,200,252.68201
-827.603334,200,252.773798
-128.266872,200,253.550897
-242.736077,200,253.648495
-376.950708,200,253.7432
-253.359015,200,253.839067
-130.281142,200,253.933639
-131.864656,200,254.027926
-125.525084,200,254.122036
-361.407656,200,254.217736
-909.629791,200,254.312397
-263.546573,200,254.409432
-929.6016,200,255.189215
-1.516433,200,255.282412
-2.073495,200,255.376566
-126.117204,200,255.469141
-124.505216,200,255.567755
-281.043666,200,255.663218
-256.176296,200,255.756385
-246.8972,200,255.851243
-127.934479,200,255.945602
-384.177242,200,256.039095
-1.849761,200,256.814675
-126.290884,200,256.911161
-130.939563,200,257.004746
-128.369773,200,257.100509
-1.430526,200,257.194681
-396.655354,200,257.28905
-0.707821,200,257.384196
-246.226645,200,257.480145
-246.68026,200,257.575851
-125.480418,200,257.670533
-126.209385,200,258.452328
-125.93344,200,258.546328
-264.219774,200,258.639428
-126.281589,200,258.731293
-248.448924,200,258.82412
-124.042279,200,258.917818
-121.740953,200,259.011019
-1.090651,200,259.104396
-261.13153,200,259.198906
-246.723537,200,259.292552
-256.871635,200,259.385141
-257.340009,200,260.16466
-126.229318,200,260.258533
-126.050542,200,260.352657
-123.954051,200,260.448392
-252.197065,200,260.543013
-123.265816,200,260.636319
-1.06609,200,260.731177
-125.531846,200,260.825418
-128.014983,200,260.919802
-241.594454,200,261.016029
-0.978678,200,261.786067
-128.195003,200,261.881457
-1.923578,200,261.977673
-0.547723,200,262.072277
-122.583563,200,262.16639
-127.483079,200,262.262514
-125.99651,200,262.356928
-238.070634,200,262.450904
-125.859326,200,262.546723
-128.402353,200,262.641325
-127.75645,200,263.445786
-126.210019,200,263.540709
-241.685447,200,263.634911
-127.947641,200,263.729357
-688.595647,200,263.824714
-125.053589,200,263.91872
-402.134369,200,264.015966
-255.599439,200,264.110473
-122.64669,200,264.205016
-127.722391,200,264.298954
-246.660317,200,265.077958
-237.496299,200,265.171956
-249.318197,200,265.266891
-251.44889,200,265.361037
-128.578993,200,265.45513
-124.830195,200,265.549224
-121.818984,200,265.644201
-126.36668,200,265.738195
-1.514545,200,265.832781
-125.718473,200,265.927047
-127.509742,200,266.021658
-246.219879,200,266.806626
-0.878436,200,266.902594
-128.068479,200,266.998616
-474.556464,200,267.093764
-124.17673,200,267.188321
-2.106591,200,267.283681
-266.950593,200,267.378552
-1.030981,200,267.474159
-245.44157,200,267.569005
-127.424161,200,267.665103
-124.637077,200,268.446084
-125.803412,200,268.543571
-352.962652,200,268.640183
-123.110185,200,268.738442
-0.57284,200,268.837204
-248.368633,200,268.933736
-2.962302,200,269.030508
-252.163941,200,269.128407
-122.542471,200,269.225163
-126.61407,200,269.323077
-257.594908,200,270.108253
-244.118209,200,270.202455
-251.613613,200,270.297358
-251.92259,200,270.391362
-252.234005,200,270.486545
-253.440144,200,270.580102
-128.308514,200,270.675303
-1.037994,200,270.769972
-127.72346,200,270.863733
-252.106074,200,270.959241
-260.362894,200,271.734369
-128.463515,200,271.827696
-128.990383,200,271.919569
-386.551419,200,272.011164
-125.878849,200,272.103871
-1.246196,200,272.195157
-126.930753,200,272.287652
-411.217136,200,272.380288
-126.969208,200,272.473668
-127.010232,200,272.564912
-125.35523,200,272.657031
-1.927765,200,273.436725
-245.798101,200,273.531257
-124.738262,200,273.628364
-372.159763,200,273.724171
-123.592507,200,273.818693
-0.86113,200,273.912055
-1.315451,200,274.007266
-122.429782,200,274.101573
-127.563148,200,274.197032
-0.877486,200,274.291516
-240.107306,200,275.068174
-125.611527,200,275.161181
-3.360247,200,275.253508
-128.276473,200,275.345115
-256.703192,200,275.439553
-247.930809,200,275.532362
-259.342345,200,275.623634
-261.619182,200,275.719929
-128.48696,200,275.812806
-126.43685,200,275.905815
-251.121472,200,276.684245
-240.912718,200,276.776474
-3.410465,200,276.869023
-127.130299,200,276.960476
-536.149956,200,277.053174
-122.839616,200,277.144596
-4.278338,200,277.239093
-419.031655,200,277.329904
-424.582788,200,277.422322
-127.043382,200,277.514461
-128.066914,200,278.322337
-252.784735,200,278.416317
-124.359498,200,278.507722
-2.920232,200,278.60091
-481.024383,200,278.694624
-249.069848,200,278.788659
-124.368029,200,278.883633
-249.822451,200,278.976976
-125.173084,200,279.072487
-126.958797,200,279.166654
-2.295805,200,279.26053
-126.230027,200,280.050899
-0.990167,200,280.145073
-239.940386,200,280.241107
-3.437578,200,280.335256
-253.579594,200,280.431306
-252.554852,200,280.525103
-416.493656,200,280.619398
-264.859248,200,280.714649
-127.88889,200,280.80947
-242.769692,200,280.903975
-129.085977,200,281.676424
-248.168185,200,281.770614
-358.833071,200,281.866246
-265.32275,200,281.959888
-259.743974,200,282.056342
-126.539832,200,282.151286
-0.808061,200,282.246035
-0.833505,200,282.341012
-242.915335,200,282.436198
-125.253587,200,282.532283
-247.960459,200,283.373069
-419.665723,200,283.467335
-127.119861,200,283.562831
-246.045819,200,283.6573
-127.419281,200,283.752849
-1.082319,200,283.848928
-244.931484,200,283.942561
-123.873388,200,284.037492
-368.68539,200,284.133809
-0.621208,200,284.228172
-127.043871,200,285.002387
-129.338408,200,285.096935
-251.47118,200,285.190685
-127.135315,200,285.284845
-379.303142,200,285.379625
-241.756686,200,285.473434
-126.286475,200,285.56898
-118.675242,200,285.66528
-120.164473,200,285.759096
-126.04483,200,285.854523
-268.171738,200,285.950287
-382.959622,200,286.741397
-363.977489,200,286.835784
-374.497939,200,286.929525
-125.848792,200,287.022426
-0.397724,200,287.116786
-120.158789,200,287.21098
-120.775156,200,287.303792
-129.607086,200,287.399397
-1.18103,200,287.492853
-129.315894,200,287.585922
-262.328625,200,288.380614
-120.536855,200,288.472651
-245.723382,200,288.565103
-123.376099,200,288.664379
-0.33115,200,288.759912
-123.461739,200,288.854942
-126.603893,200,288.949777
-258.732376,200,289.04873
-244.559821,200,289.160402
-252.582262,200,289.263036
-126.802822,200,290.060004
-375.026053,200,290.154149
-267.578695,200,290.248809
-126.329472,200,290.344144
-359.279904,200,290.437609
-125.367192,200,290.532029
-251.15281,200,290.627032
-124.152076,200,290.720144
-2.669491,200,290.81587
-126.098275,200,290.910623
-122.927158,200,291.691248
-253.805247,200,291.785351
-126.840675,200,291.88079
-239.06323,200,291.97584
-361.765428,200,292.069504
-127.496852,200,292.164377
-0.617114,200,292.258488
-248.871382,200,292.352931
-125.21005,200,292.447211
-124.698374,200,292.541314
-369.612577,200,292.635351
-344.841959,200,293.402035
-367.959388,200,293.496992
-122.084124,200,293.592237
-395.02356,200,293.686944
-393.458988,200,293.78096
-245.95397,200,293.875372
-249.857891,200,293.968949
-256.102648,200,294.063185
-261.198051,200,294.162496
-254.464176,200,294.257596
-250.434622,200,295.029445
-242.70893,200,295.124275
-120.618948,200,295.218827
-132.085017,200,295.313541
-373.183048,200,295.408902
-123.362265,200,295.503134
-242.725443,200,295.597572
-2.255686,200,295.692943
-125.30385,200,295.787369
-1.693278,200,295.88229
-130.268904,200,296.679317
-391.622818,200,296.774038
-131.24222,200,296.868343
-125.138715,200,296.963365
-123.991301,200,297.058558
-240.347427,200,297.152609
-127.420257,200,297.247415
-268.832252,200,297.341938
-124.750955,200,297.435654
-407.113023,200,297.531565
-4.085037,200,298.356395
-256.846177,200,298.453056
-245.714917,200,298.550367
-130.018426,200,298.647709
-1.145512,200,298.745068
-127.265811,200,298.842964
-268.471411,200,298.940083
-1.825045,200,299.036957
-262.674777,200,299.133948
-259.033716,200,299.230814
-1.197826,200,300.053129
-236.175581,200,300.147577
-127.328959,200,300.242063
-243.202585,200,300.336859
-132.489745,200,300.431051
-259.923387,200,300.52581
-116.537655,200,300.622096
-121.703354,200,300.716365
-121.038987,200,300.811587
-242.950623,200,300.90668
-122.116636,200,301.000663
-236.262965,200,301.801114
-128.158001,200,301.893758
-117.813047,200,301.989892
-126.769847,200,302.081606
-125.972118,200,302.173739
-245.592555,200,302.265096
-123.235027,200,302.357848
-124.624693,200,302.450287
-471.183458,200,302.543444
-476.091643,200,302.635902
-128.99083,200,303.432717
-126.511188,200,303.526297
-388.643777,200,303.619032
-126.116093,200,303.71116
-129.149245,200,303.80388
-123.406323,200,303.896303
-2.116833,200,303.99194
-131.199738,200,304.084604
-123.498823,200,304.176254
-128.031552,200,304.269233
-248.290899,200,305.046643
-123.137965,200,305.139691
-127.181623,200,305.231152
-131.126559,200,305.323432
-636.197229,200,305.415101
-129.741968,200,305.507781
-417.15774,200,305.599436
-270.665977,200,305.692178
-128.829133,200,305.785007
-245.221157,200,305.877173
-255.817489,200,306.668781
-128.41964,200,306.764025
-284.2209,200,306.858762
-130.065506,200,306.953108
-3.682146,200,307.046667
-130.26712,200,307.141025
-363.620101,200,307.235427
-6.261399,200,307.329637
-3.491397,200,307.423799
-125.070523,200,307.518585
-513.972868,200,307.61225
-261.107486,200,308.424239
-128.881747,200,308.519486
-380.323113,200,308.615402
-131.747461,200,308.711096
-260.214407,200,308.805719
-128.037086,200,308.900521
-3.60931,200,308.994182
-2.730128,200,309.088988
-625.539007,200,309.183312
-3.899447,200,309.277537
-123.511873,200,310.076571
-1.604511,200,310.171527
-350.225936,200,310.266891
-256.975474,200,310.361374
-123.164273,200,310.456398
-3.795533,200,310.552027
-253.059439,200,310.646887
-240.500644,200,310.743351
-394.673436,200,310.839779
-124.793693,200,310.935535
-2.0726,200,311.722708
-126.637601,200,311.817346
-245.057825,200,311.911594
-358.88453,200,312.008923
-127.489762,200,312.103661
-125.303268,200,312.1983
-3.907048,200,312.29171
-259.753523,200,312.387345
-512.506706,200,312.483248
-129.623302,200,312.57726
-259.584442,200,313.393614
-3.460133,200,313.487977
-124.109658,200,313.582375
-257.358224,200,313.67634
-253.725784,200,313.770434
-129.12152,200,313.865178
-238.615086,200,313.959569
-126.269803,200,314.056099
-124.849355,200,314.150707
-252.3402,200,314.244645
-123.445053,200,314.340215
-3.554456,200,315.122632
-128.886973,200,315.215129
-125.243586,200,315.306989
-272.02738,200,315.399969
-250.340683,200,315.492167
-260.13138,200,315.585414
-129.101345,200,315.677337
-238.266617,200,315.771235
-129.506774,200,315.863933
-239.821528,200,315.957214
-120.818939,200,316.749276
-118.707294,200,316.842178
-235.192823,200,316.934885
-127.049965,200,317.02715
-126.584985,200,317.120526
-128.324209,200,317.213179
-242.380342,200,317.305356
-126.95516,200,317.398232
-0.859809,200,317.490292
-249.802379,200,317.582488
-129.657161,200,318.352882
-420.160729,200,318.447367
-123.042319,200,318.540848
-0.383993,200,318.634373
-122.997901,200,318.728878
-129.487866,200,318.823586
-125.333065,200,318.920373
-125.667954,200,319.014671
-125.117414,200,319.108899
-125.411587,200,319.203955
-776.158776,200,319.993944
-121.31061,200,320.089499
-127.173893,200,320.181731
-127.588495,200,320.273981
-129.291021,200,320.36654
-253.656794,200,320.461408
-118.58071,200,320.579299
-119.701735,200,320.694513
-130.703697,200,320.824466
-1.028001,200,320.936157
-126.873735,200,321.029742
-0.714334,200,321.782598
-1.392005,200,321.874111
-119.01236,200,321.965214
-3.107618,200,322.055647
-3.896283,200,322.147084
-123.673318,200,322.238485
-124.276487,200,322.330004
-130.782822,200,322.422456
-1.532619,200,322.514319
-242.982612,200,322.60503
-120.425539,200,323.385422
-263.006778,200,323.479867
-126.737971,200,323.575595
-249.381487,200,323.670223
-126.926112,200,323.769665
-249.131358,200,323.864702
-119.978814,200,323.960425
-121.949724,200,324.054565
-128.142488,200,324.149334
-779.605794,200,324.244555
-131.81782,200,325.022042
-250.599246,200,325.116898
-0.550157,200,325.212132
-121.961728,200,325.306614
-247.923268,200,325.400877
-251.405953,200,325.494985
-1.403074,200,325.588593
-129.888125,200,325.682804
-129.286599,200,325.778051
-264.597096,200,325.872282
-123.654216,200,326.653251
-260.310215,200,326.747653
-128.449878,200,326.841935
-428.842317,200,326.935667
-125.621805,200,327.030188
-1.222686,200,327.124317
-124.898522,200,327.218977
-123.106978,200,327.313913
-126.562819,200,327.408139
-124.233289,200,327.502183
-244.355565,200,327.597639
-247.731978,200,328.420039
-260.36983,200,328.514106
-253.592993,200,328.607729
-240.005538,200,328.700764
-4.608852,200,328.794922
-123.218663,200,328.888273
-127.662265,200,328.982522
-0.577271,200,329.077377
-358.446505,200,329.170312
-126.98549,200,329.264372
-125.767533,200,330.057983
-130.431596,200,330.150998
-245.083388,200,330.245279
-121.838798,200,330.339246
-128.042951,200,330.433088
-351.936154,200,330.526865
-246.937842,200,330.620853
-125.515624,200,330.716692
-329.393363,200,330.811017
-126.125635,200,330.905321
-120.073982,200,331.673689
-120.221349,200,331.766878
-127.572001,200,331.861383
-246.225942,200,331.956792
-377.490957,200,332.050605
-361.526836,200,332.145097
-0.650208,200,332.239444
-240.338268,200,332.334351
-124.016489,200,332.42951
-128.647516,200,332.524011
-247.677438,200,333.296016
-123.786283,200,333.388697
-350.916467,200,333.480968
-2.519922,200,333.57368
-255.971427,200,333.665147
-356.772763,200,333.757371
-0.763084,200,333.848796
-0.660725,200,333.941284
-243.104312,200,334.032979
-124.170398,200,334.125568
-121.730842,200,334.22118
-125.664056,200,334.999622
-257.879984,200,335.091938
-231.865373,200,335.183586
-239.448237,200,335.276119
-119.946793,200,335.368028
-0.435697,200,335.4605
-1.279733,200,335.553306
-239.586311,200,335.645123
-269.950618,200,335.738554
-130.275407,200,335.831285
-125.799907,200,336.621327
-122.5366,200,336.71339
-127.353172,200,336.805169
-248.472224,200,336.896982
-122.970196,200,336.988571
-251.206597,200,337.080871
-123.351901,200,337.172666
-238.405147,200,337.264754
-320.661203,200,337.357041
-127.811504,200,337.448648
-259.904985,200,338.236487
-128.585241,200,338.329927
-120.690682,200,338.422823
-0.320116,200,338.51489
-243.119193,200,338.607327
-127.223368,200,338.699785
-2.632301,200,338.793288
-127.075786,200,338.886949
-119.451271,200,338.980053
-252.719257,200,339.073991
-129.156457,200,339.859864
-257.270413,200,339.952931
-381.69395,200,340.044843
-320.361178,200,340.137659
-261.683903,200,340.232972
-242.707265,200,340.327479
-127.835766,200,340.419996
-246.285098,200,340.511622
-124.193998,200,340.604644
-124.909627,200,340.696465
-120.496195,200,341.49017
-1.894763,200,341.587751
-125.550872,200,341.685009
-125.43983,200,341.781325
-2.138731,200,341.87869
-127.333229,200,341.975491
