/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/core.py:317: DeprecationWarning: [33mWARN: Initializing wrapper in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/wrappers/step_api_compatibility.py:39: DeprecationWarning: [33mWARN: Initializing environment in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/utils/passive_env_checker.py:241: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
[Epoch 117/300] Train Loss: 0.0112 | Val Loss: 0.0104
[Epoch 118/300] Train Loss: 0.0109 | Val Loss: 0.0097
[Epoch 119/300] Train Loss: 0.0109 | Val Loss: 0.0102
[Epoch 120/300] Train Loss: 0.0109 | Val Loss: 0.0117
[Epoch 121/300] Train Loss: 0.0109 | Val Loss: 0.0097
[Epoch 122/300] Train Loss: 0.0107 | Val Loss: 0.0103
[Epoch 123/300] Train Loss: 0.0113 | Val Loss: 0.0091
[Epoch 124/300] Train Loss: 0.0113 | Val Loss: 0.0098
[Epoch 125/300] Train Loss: 0.0107 | Val Loss: 0.0108
[Epoch 126/300] Train Loss: 0.0106 | Val Loss: 0.0101
[Epoch 127/300] Train Loss: 0.0107 | Val Loss: 0.0097
[Epoch 128/300] Train Loss: 0.0106 | Val Loss: 0.0096
[Epoch 129/300] Train Loss: 0.0106 | Val Loss: 0.0105
[Epoch 130/300] Train Loss: 0.0111 | Val Loss: 0.0091
[Epoch 131/300] Train Loss: 0.0106 | Val Loss: 0.0101
[Epoch 132/300] Train Loss: 0.0105 | Val Loss: 0.0093
[Epoch 133/300] Train Loss: 0.0105 | Val Loss: 0.0087
[Epoch 134/300] Train Loss: 0.0109 | Val Loss: 0.0094
[Epoch 135/300] Train Loss: 0.0106 | Val Loss: 0.0088
[Epoch 136/300] Train Loss: 0.0109 | Val Loss: 0.0098
[Epoch 137/300] Train Loss: 0.0108 | Val Loss: 0.0116
[Epoch 138/300] Train Loss: 0.0106 | Val Loss: 0.0109
[Epoch 139/300] Train Loss: 0.0102 | Val Loss: 0.0086
[Epoch 140/300] Train Loss: 0.0105 | Val Loss: 0.0088
[Epoch 141/300] Train Loss: 0.0108 | Val Loss: 0.0087
[Epoch 142/300] Train Loss: 0.0106 | Val Loss: 0.0092
